104.19.150.168  # 5.20 ms
104.17.161.236  # 7.90 ms
198.41.212.54  # 7.90 ms
104.16.246.121  # 7.96 ms
162.159.153.184  # 8.02 ms
172.67.146.45  # 8.04 ms
162.159.153.42  # 8.06 ms
104.18.86.198  # 8.06 ms
104.17.107.131  # 8.11 ms
104.17.177.54  # 8.12 ms
104.16.246.147  # 8.17 ms
104.16.246.101  # 8.18 ms
104.18.89.31  # 8.19 ms
104.17.175.208  # 8.19 ms
104.16.251.14  # 8.22 ms
104.19.158.1  # 8.22 ms
104.19.147.236  # 8.24 ms
104.18.93.249  # 8.26 ms
104.19.147.110  # 8.27 ms
104.18.88.52  # 8.33 ms
104.16.250.228  # 8.38 ms
104.16.251.154  # 8.42 ms
104.18.91.196  # 8.45 ms
104.19.152.127  # 8.45 ms
104.18.94.183  # 8.49 ms
104.18.93.252  # 8.55 ms
104.16.249.115  # 8.55 ms
104.16.246.173  # 8.57 ms
104.18.84.81  # 8.58 ms
198.41.208.53  # 8.59 ms
104.17.175.167  # 8.65 ms
104.16.127.132  # 8.77 ms
162.159.152.11  # 8.84 ms
104.16.240.47  # 8.86 ms
104.17.216.185  # 8.87 ms
104.19.145.81  # 8.93 ms
162.159.153.170  # 9.06 ms
104.19.156.79  # 9.22 ms
104.18.92.119  # 9.25 ms
104.16.62.244  # 9.32 ms
104.18.109.79  # 9.34 ms
104.17.165.127  # 9.40 ms
104.18.86.199  # 9.41 ms
104.18.31.55  # 9.55 ms
162.159.153.217  # 9.62 ms
104.17.110.108  # 9.68 ms
104.18.85.27  # 9.78 ms
104.19.148.108  # 9.91 ms
104.17.215.102  # 10.11 ms
104.17.179.233  # 10.13 ms
104.17.106.40  # 10.20 ms
172.67.231.114  # 10.24 ms
104.17.187.37  # 10.36 ms
104.16.248.191  # 10.39 ms
104.16.249.246  # 10.57 ms
104.19.221.199  # 10.59 ms
104.18.94.108  # 10.69 ms
104.17.106.219  # 10.98 ms
162.159.153.239  # 11.18 ms
104.19.153.177  # 11.23 ms
104.17.165.121  # 11.92 ms
104.21.239.24  # 12.88 ms
104.17.170.0  # 13.89 ms
